"","ID","Scenario","alt","chosen","RC","OC","DR","rt","income","workdays"
"526","R_2V1JuOHs3yzzfpE","A1.1",3,0,1800,17,350,35.606,1.70474809223843,6
"527","R_2V1JuOHs3yzzfpE","A1.1",4,0,1750,17,250,35.606,1.70474809223843,6
"528","R_2V1JuOHs3yzzfpE","A1.2",1,1,1800,41,600,4.26,1.70474809223843,6
"529","R_2V1JuOHs3yzzfpE","A1.2",3,0,1800,17,350,4.26,1.70474809223843,6
"530","R_2V1JuOHs3yzzfpE","A1.2",4,0,1750,17,200,4.26,1.70474809223843,6
"531","R_2V1JuOHs3yzzfpE","A1.3",1,1,1800,41,600,8.429,1.70474809223843,6
"532","R_2V1JuOHs3yzzfpE","A1.3",3,0,1800,17,350,8.429,1.70474809223843,6
"533","R_2V1JuOHs3yzzfpE","A1.3",4,0,1780,17,300,8.429,1.70474809223843,6
"534","R_2V1JuOHs3yzzfpE","A1.4",1,1,1800,41,600,21.029,1.70474809223843,6
"535","R_2V1JuOHs3yzzfpE","A1.4",3,0,1800,17,350,21.029,1.70474809223843,6
"536","R_2V1JuOHs3yzzfpE","A1.4",4,0,1780,17,250,21.029,1.70474809223843,6
"617","R_3n7Mh73lWka72e8","A1.4R",1,1,2100,26,850,62.575,1.25276296849537,6
"618","R_3n7Mh73lWka72e8","A1.4R",3,0,2100,14,500,62.575,1.25276296849537,6
"619","R_3n7Mh73lWka72e8","A1.4R",4,0,2080,14,400,62.575,1.25276296849537,6
"620","R_3n7Mh73lWka72e8","A1.2R",1,1,2100,26,850,3.218,1.25276296849537,6
"621","R_3n7Mh73lWka72e8","A1.2R",3,0,2100,14,500,3.218,1.25276296849537,6
"622","R_3n7Mh73lWka72e8","A1.2R",4,0,2050,14,350,3.218,1.25276296849537,6
"623","R_3n7Mh73lWka72e8","A1.3R",1,1,2100,26,850,7.734,1.25276296849537,6
"624","R_3n7Mh73lWka72e8","A1.3R",3,0,2100,14,500,7.734,1.25276296849537,6
"625","R_3n7Mh73lWka72e8","A1.3R",4,0,2080,14,450,7.734,1.25276296849537,6
"626","R_3n7Mh73lWka72e8","A1.1R",1,1,2100,26,850,7.715,1.25276296849537,6
"627","R_3n7Mh73lWka72e8","A1.1R",3,0,2100,14,500,7.715,1.25276296849537,6
"628","R_3n7Mh73lWka72e8","A1.1R",4,0,2050,14,400,7.715,1.25276296849537,6
"649","R_1qaMzTLSa3KNnVd","A1.1",1,0,2100,24,800,15.128,0.916290731874155,5
"650","R_1qaMzTLSa3KNnVd","A1.1",3,0,2100,11,500,15.128,0.916290731874155,5
"651","R_1qaMzTLSa3KNnVd","A1.1",4,1,2050,11,400,15.128,0.916290731874155,5
"652","R_1qaMzTLSa3KNnVd","A1.4",1,0,2100,24,800,5.364,0.916290731874155,5
"653","R_1qaMzTLSa3KNnVd","A1.4",3,0,2100,11,500,5.364,0.916290731874155,5
"654","R_1qaMzTLSa3KNnVd","A1.4",4,1,2080,11,400,5.364,0.916290731874155,5
"655","R_1qaMzTLSa3KNnVd","A1.3",1,0,2100,24,800,3.287,0.916290731874155,5
"656","R_1qaMzTLSa3KNnVd","A1.3",3,0,2100,11,500,3.287,0.916290731874155,5
"657","R_1qaMzTLSa3KNnVd","A1.3",4,1,2080,11,450,3.287,0.916290731874155,5
"658","R_1qaMzTLSa3KNnVd","A1.2",1,0,2100,24,800,5.692,0.916290731874155,5
"659","R_1qaMzTLSa3KNnVd","A1.2",3,0,2100,11,500,5.692,0.916290731874155,5
"660","R_1qaMzTLSa3KNnVd","A1.2",4,1,2050,11,350,5.692,0.916290731874155,5
"707","R_2wpkoCM1o1wGmW1","A1.4R",1,0,1800,35,550,8.352,0.916290731874155,5
"708","R_2wpkoCM1o1wGmW1","A1.4R",3,1,2150,14,350,8.352,0.916290731874155,5
"709","R_2wpkoCM1o1wGmW1","A1.4R",4,0,2130,14,250,8.352,0.916290731874155,5
"710","R_2wpkoCM1o1wGmW1","A1.3R",1,0,1800,35,550,14.747,0.916290731874155,5
"711","R_2wpkoCM1o1wGmW1","A1.3R",3,1,2150,14,350,14.747,0.916290731874155,5
"712","R_2wpkoCM1o1wGmW1","A1.3R",4,0,2130,14,300,14.747,0.916290731874155,5
"713","R_2wpkoCM1o1wGmW1","A1.1R",1,0,1800,35,550,41.733,0.916290731874155,5
"714","R_2wpkoCM1o1wGmW1","A1.1R",3,1,2150,14,350,41.733,0.916290731874155,5
"715","R_2wpkoCM1o1wGmW1","A1.1R",4,0,2100,14,250,41.733,0.916290731874155,5
"716","R_2wpkoCM1o1wGmW1","A1.2R",1,0,1800,35,550,15.719,0.916290731874155,5
"717","R_2wpkoCM1o1wGmW1","A1.2R",3,1,2150,14,350,15.719,0.916290731874155,5
"718","R_2wpkoCM1o1wGmW1","A1.2R",4,0,2100,14,200,15.719,0.916290731874155,5
"739","R_3g7wIVUHIDpI8yw","A1.2",1,1,2400,26,850,9.567,0.916290731874155,5
"740","R_3g7wIVUHIDpI8yw","A1.2",3,0,2400,14,500,9.567,0.916290731874155,5
"741","R_3g7wIVUHIDpI8yw","A1.2",4,0,2350,14,350,9.567,0.916290731874155,5
"742","R_3g7wIVUHIDpI8yw","A1.1",1,1,2400,26,850,4.497,0.916290731874155,5
"743","R_3g7wIVUHIDpI8yw","A1.1",3,0,2400,14,500,4.497,0.916290731874155,5
"744","R_3g7wIVUHIDpI8yw","A1.1",4,0,2350,14,400,4.497,0.916290731874155,5
"745","R_3g7wIVUHIDpI8yw","A1.4",1,1,2400,26,850,3.516,0.916290731874155,5
"746","R_3g7wIVUHIDpI8yw","A1.4",3,0,2400,14,500,3.516,0.916290731874155,5
"747","R_3g7wIVUHIDpI8yw","A1.4",4,0,2380,14,400,3.516,0.916290731874155,5
"748","R_3g7wIVUHIDpI8yw","A1.3",1,1,2400,26,850,4.402,0.916290731874155,5
"749","R_3g7wIVUHIDpI8yw","A1.3",3,0,2400,14,500,4.402,0.916290731874155,5
"750","R_3g7wIVUHIDpI8yw","A1.3",4,0,2380,14,450,4.402,0.916290731874155,5
"801","R_3PMrSXhvlmLLHO4","A1.3R",1,0,1500,38,600,22.182,1.25276296849537,6
"802","R_3PMrSXhvlmLLHO4","A1.3R",3,1,1500,14,350,22.182,1.25276296849537,6
"803","R_3PMrSXhvlmLLHO4","A1.3R",4,0,1480,14,300,22.182,1.25276296849537,6
"804","R_3PMrSXhvlmLLHO4","A1.4R",1,0,1500,38,600,3.614,1.25276296849537,6
"805","R_3PMrSXhvlmLLHO4","A1.4R",3,1,1500,14,350,3.614,1.25276296849537,6
"806","R_3PMrSXhvlmLLHO4","A1.4R",4,0,1480,14,250,3.614,1.25276296849537,6
"807","R_3PMrSXhvlmLLHO4","A1.2R",1,0,1500,38,600,2.811,1.25276296849537,6
"808","R_3PMrSXhvlmLLHO4","A1.2R",3,1,1500,14,350,2.811,1.25276296849537,6
"809","R_3PMrSXhvlmLLHO4","A1.2R",4,0,1450,14,200,2.811,1.25276296849537,6
"810","R_3PMrSXhvlmLLHO4","A1.1R",1,0,1500,38,600,7.967,1.25276296849537,6
"811","R_3PMrSXhvlmLLHO4","A1.1R",3,1,1500,14,350,7.967,1.25276296849537,6
"812","R_3PMrSXhvlmLLHO4","A1.1R",4,0,1450,14,250,7.967,1.25276296849537,6
"867","R_3xFmkCwzpMQjY4N","A1.2",1,0,1800,34,600,7.974,1.50407739677627,6
"868","R_3xFmkCwzpMQjY4N","A1.2",3,1,1450,14,350,7.974,1.50407739677627,6
"869","R_3xFmkCwzpMQjY4N","A1.2",4,0,1400,14,200,7.974,1.50407739677627,6
"870","R_3xFmkCwzpMQjY4N","A1.1",1,0,1800,34,600,4.501,1.50407739677627,6
"871","R_3xFmkCwzpMQjY4N","A1.1",3,1,1450,14,350,4.501,1.50407739677627,6
"872","R_3xFmkCwzpMQjY4N","A1.1",4,0,1400,14,250,4.501,1.50407739677627,6
"873","R_3xFmkCwzpMQjY4N","A1.3",1,0,1800,34,600,6.817,1.50407739677627,6
"874","R_3xFmkCwzpMQjY4N","A1.3",3,1,1450,14,350,6.817,1.50407739677627,6
"875","R_3xFmkCwzpMQjY4N","A1.3",4,0,1430,14,300,6.817,1.50407739677627,6
"876","R_3xFmkCwzpMQjY4N","A1.4",1,0,1800,34,600,4.168,1.50407739677627,6
"877","R_3xFmkCwzpMQjY4N","A1.4",3,1,1450,14,350,4.168,1.50407739677627,6
"878","R_3xFmkCwzpMQjY4N","A1.4",4,0,1430,14,250,4.168,1.50407739677627,6
"1025","R_bg3N3IOAlklCdyN","A1.1",1,1,2100,26,850,3.488,1.25276296849537,6
"1026","R_bg3N3IOAlklCdyN","A1.1",3,0,2100,14,500,3.488,1.25276296849537,6
"1027","R_bg3N3IOAlklCdyN","A1.1",4,0,2050,14,400,3.488,1.25276296849537,6
"1028","R_bg3N3IOAlklCdyN","A1.3",1,1,2100,26,850,6.349,1.25276296849537,6
"1029","R_bg3N3IOAlklCdyN","A1.3",3,0,2100,14,500,6.349,1.25276296849537,6
"1030","R_bg3N3IOAlklCdyN","A1.3",4,0,2080,14,450,6.349,1.25276296849537,6
"1031","R_bg3N3IOAlklCdyN","A1.4",1,1,2100,26,850,1.472,1.25276296849537,6
"1032","R_bg3N3IOAlklCdyN","A1.4",3,0,2100,14,500,1.472,1.25276296849537,6
"1033","R_bg3N3IOAlklCdyN","A1.4",4,0,2080,14,400,1.472,1.25276296849537,6
"1034","R_bg3N3IOAlklCdyN","A1.2",1,1,2100,26,850,3.481,1.25276296849537,6
"1035","R_bg3N3IOAlklCdyN","A1.2",3,0,2100,14,500,3.481,1.25276296849537,6
"1036","R_bg3N3IOAlklCdyN","A1.2",4,0,2050,14,350,3.481,1.25276296849537,6
"1089","R_11ileX6wu4mwxYh","A1.4R",1,0,1800,38,600,18.944,1.25276296849537,5
"1090","R_11ileX6wu4mwxYh","A1.4R",3,1,1800,14,350,18.944,1.25276296849537,5
"1091","R_11ileX6wu4mwxYh","A1.4R",4,0,1780,14,250,18.944,1.25276296849537,5
"1092","R_11ileX6wu4mwxYh","A1.2R",1,1,1800,38,600,12.551,1.25276296849537,5
"1093","R_11ileX6wu4mwxYh","A1.2R",3,0,1800,14,350,12.551,1.25276296849537,5
"1094","R_11ileX6wu4mwxYh","A1.2R",4,0,1750,14,200,12.551,1.25276296849537,5
"1095","R_11ileX6wu4mwxYh","A1.3R",1,1,1800,38,600,45.504,1.25276296849537,5
"1096","R_11ileX6wu4mwxYh","A1.3R",3,0,1800,14,350,45.504,1.25276296849537,5
"1097","R_11ileX6wu4mwxYh","A1.3R",4,0,1780,14,300,45.504,1.25276296849537,5
"1098","R_11ileX6wu4mwxYh","A1.1R",1,1,1800,38,600,36.328,1.25276296849537,5
"1099","R_11ileX6wu4mwxYh","A1.1R",3,0,1800,14,350,36.328,1.25276296849537,5
"1100","R_11ileX6wu4mwxYh","A1.1R",4,0,1750,14,250,36.328,1.25276296849537,5
"1121","R_3qD3YqPYD2BTLe3","A1.2R",1,0,1800,28,800,9.213,1.25276296849537,6
"1122","R_3qD3YqPYD2BTLe3","A1.2R",3,1,1800,14,500,9.213,1.25276296849537,6
"1123","R_3qD3YqPYD2BTLe3","A1.2R",4,0,1750,14,350,9.213,1.25276296849537,6
"1124","R_3qD3YqPYD2BTLe3","A1.1R",1,0,1800,28,800,5.086,1.25276296849537,6
"1125","R_3qD3YqPYD2BTLe3","A1.1R",3,1,1800,14,500,5.086,1.25276296849537,6
"1126","R_3qD3YqPYD2BTLe3","A1.1R",4,0,1750,14,400,5.086,1.25276296849537,6
"1127","R_3qD3YqPYD2BTLe3","A1.3R",1,0,1800,28,800,5.233,1.25276296849537,6
"1128","R_3qD3YqPYD2BTLe3","A1.3R",3,1,1800,14,500,5.233,1.25276296849537,6
"1129","R_3qD3YqPYD2BTLe3","A1.3R",4,0,1780,14,450,5.233,1.25276296849537,6
"1130","R_3qD3YqPYD2BTLe3","A1.4R",1,0,1800,28,800,5.919,1.25276296849537,6
"1131","R_3qD3YqPYD2BTLe3","A1.4R",3,1,1800,14,500,5.919,1.25276296849537,6
"1132","R_3qD3YqPYD2BTLe3","A1.4R",4,0,1780,14,400,5.919,1.25276296849537,6
"1183","R_2w6N4YMVKHYIuzo","A1.4",1,1,2100,21,850,64.334,1.25276296849537,6
"1184","R_2w6N4YMVKHYIuzo","A1.4",3,0,2100,11,500,64.334,1.25276296849537,6
"1185","R_2w6N4YMVKHYIuzo","A1.4",4,0,2080,11,400,64.334,1.25276296849537,6
"1186","R_2w6N4YMVKHYIuzo","A1.3",1,1,2100,21,850,2.493,1.25276296849537,6
"1187","R_2w6N4YMVKHYIuzo","A1.3",3,0,2100,11,500,2.493,1.25276296849537,6
"1188","R_2w6N4YMVKHYIuzo","A1.3",4,0,2080,11,450,2.493,1.25276296849537,6
"1189","R_2w6N4YMVKHYIuzo","A1.1",1,1,2100,21,850,5.934,1.25276296849537,6
"1190","R_2w6N4YMVKHYIuzo","A1.1",3,0,2100,11,500,5.934,1.25276296849537,6
"1191","R_2w6N4YMVKHYIuzo","A1.1",4,0,2050,11,400,5.934,1.25276296849537,6
"1192","R_2w6N4YMVKHYIuzo","A1.2",1,1,2100,21,850,5.389,1.25276296849537,6
"1193","R_2w6N4YMVKHYIuzo","A1.2",3,0,2100,11,500,5.389,1.25276296849537,6
"1194","R_2w6N4YMVKHYIuzo","A1.2",4,0,2050,11,350,5.389,1.25276296849537,6
"1277","R_1hKnaQPv6MzApwV","A1.4R",1,1,2700,32,600,15.577,0.916290731874155,5
"1278","R_1hKnaQPv6MzApwV","A1.4R",3,0,2700,14,350,15.577,0.916290731874155,5
"1279","R_1hKnaQPv6MzApwV","A1.4R",4,0,2680,14,250,15.577,0.916290731874155,5
"1280","R_1hKnaQPv6MzApwV","A1.1R",1,1,2700,32,600,9.599,0.916290731874155,5
"1281","R_1hKnaQPv6MzApwV","A1.1R",3,0,2700,14,350,9.599,0.916290731874155,5
"1282","R_1hKnaQPv6MzApwV","A1.1R",4,0,2650,14,250,9.599,0.916290731874155,5
"1283","R_1hKnaQPv6MzApwV","A1.3R",1,1,2700,32,600,12.054,0.916290731874155,5
"1284","R_1hKnaQPv6MzApwV","A1.3R",3,0,2700,14,350,12.054,0.916290731874155,5
"1285","R_1hKnaQPv6MzApwV","A1.3R",4,0,2680,14,300,12.054,0.916290731874155,5
"1286","R_1hKnaQPv6MzApwV","A1.2R",1,1,2700,32,600,10.011,0.916290731874155,5
"1287","R_1hKnaQPv6MzApwV","A1.2R",3,0,2700,14,350,10.011,0.916290731874155,5
"1288","R_1hKnaQPv6MzApwV","A1.2R",4,0,2650,14,200,10.011,0.916290731874155,5
"1309","R_1yR2um0Z10yjhRv","A1.4",1,1,1800,21,850,14.8,0.916290731874155,5
"1310","R_1yR2um0Z10yjhRv","A1.4",3,0,1800,11,500,14.8,0.916290731874155,5
"1311","R_1yR2um0Z10yjhRv","A1.4",4,0,1780,11,400,14.8,0.916290731874155,5
"1312","R_1yR2um0Z10yjhRv","A1.3",1,0,1800,21,850,4.675,0.916290731874155,5
"1313","R_1yR2um0Z10yjhRv","A1.3",3,0,1800,11,500,4.675,0.916290731874155,5
"1314","R_1yR2um0Z10yjhRv","A1.3",4,1,1780,11,450,4.675,0.916290731874155,5
"1315","R_1yR2um0Z10yjhRv","A1.2",1,1,1800,21,850,5.782,0.916290731874155,5
"1316","R_1yR2um0Z10yjhRv","A1.2",3,0,1800,11,500,5.782,0.916290731874155,5
"1317","R_1yR2um0Z10yjhRv","A1.2",4,0,1750,11,350,5.782,0.916290731874155,5
"1318","R_1yR2um0Z10yjhRv","A1.1",1,1,1800,21,850,1.88,0.916290731874155,5
"1319","R_1yR2um0Z10yjhRv","A1.1",3,0,1800,11,500,1.88,0.916290731874155,5
"1320","R_1yR2um0Z10yjhRv","A1.1",4,0,1750,11,400,1.88,0.916290731874155,5
"1373","R_3JF5v7fIiHV42Tf","A1.1R",1,1,2400,39,600,12.414,1.25276296849537,6
"1374","R_3JF5v7fIiHV42Tf","A1.1R",3,0,2650,17,350,12.414,1.25276296849537,6
"1375","R_3JF5v7fIiHV42Tf","A1.1R",4,0,2600,17,250,12.414,1.25276296849537,6
"1376","R_3JF5v7fIiHV42Tf","A1.3R",1,1,2400,39,600,7.439,1.25276296849537,6
"1377","R_3JF5v7fIiHV42Tf","A1.3R",3,0,2650,17,350,7.439,1.25276296849537,6
"1378","R_3JF5v7fIiHV42Tf","A1.3R",4,0,2630,17,300,7.439,1.25276296849537,6
"1379","R_3JF5v7fIiHV42Tf","A1.2R",1,1,2400,39,600,23.651,1.25276296849537,6
"1380","R_3JF5v7fIiHV42Tf","A1.2R",3,0,2650,17,350,23.651,1.25276296849537,6
"1381","R_3JF5v7fIiHV42Tf","A1.2R",4,0,2600,17,200,23.651,1.25276296849537,6
"1382","R_3JF5v7fIiHV42Tf","A1.4R",1,1,2400,39,600,28.128,1.25276296849537,6
"1383","R_3JF5v7fIiHV42Tf","A1.4R",3,0,2650,17,350,28.128,1.25276296849537,6
"1384","R_3JF5v7fIiHV42Tf","A1.4R",4,0,2630,17,250,28.128,1.25276296849537,6
"1501","R_e5I6tJBhnbgdMlP","A1.4",1,0,3000,37,550,54.544,0.916290731874155,7
"1502","R_e5I6tJBhnbgdMlP","A1.4",3,1,3000,14,350,54.544,0.916290731874155,7
"1503","R_e5I6tJBhnbgdMlP","A1.4",4,0,2980,14,250,54.544,0.916290731874155,7
"1504","R_e5I6tJBhnbgdMlP","A1.1",1,0,3000,37,550,7.244,0.916290731874155,7
"1505","R_e5I6tJBhnbgdMlP","A1.1",3,1,3000,14,350,7.244,0.916290731874155,7
"1506","R_e5I6tJBhnbgdMlP","A1.1",4,0,2950,14,250,7.244,0.916290731874155,7
"1507","R_e5I6tJBhnbgdMlP","A1.2",1,0,3000,37,550,15.841,0.916290731874155,7
"1508","R_e5I6tJBhnbgdMlP","A1.2",3,1,3000,14,350,15.841,0.916290731874155,7
"1509","R_e5I6tJBhnbgdMlP","A1.2",4,0,2950,14,200,15.841,0.916290731874155,7
"1510","R_e5I6tJBhnbgdMlP","A1.3",1,0,3000,37,550,2.851,0.916290731874155,7
"1511","R_e5I6tJBhnbgdMlP","A1.3",3,1,3000,14,350,2.851,0.916290731874155,7
"1512","R_e5I6tJBhnbgdMlP","A1.3",4,0,2980,14,300,2.851,0.916290731874155,7
"1531","R_WjpG2Qh08vSYhj3","A1.4R",1,0,2700,43,550,10.911,1.25276296849537,5
"1532","R_WjpG2Qh08vSYhj3","A1.4R",3,1,2950,17,350,10.911,1.25276296849537,5
"1533","R_WjpG2Qh08vSYhj3","A1.4R",4,0,2930,17,250,10.911,1.25276296849537,5
"1534","R_WjpG2Qh08vSYhj3","A1.3R",1,0,2700,43,550,6.193,1.25276296849537,5
"1535","R_WjpG2Qh08vSYhj3","A1.3R",3,1,2950,17,350,6.193,1.25276296849537,5
"1536","R_WjpG2Qh08vSYhj3","A1.3R",4,0,2930,17,300,6.193,1.25276296849537,5
"1537","R_WjpG2Qh08vSYhj3","A1.2R",1,0,2700,43,550,19.229,1.25276296849537,5
"1538","R_WjpG2Qh08vSYhj3","A1.2R",3,1,2950,17,350,19.229,1.25276296849537,5
"1539","R_WjpG2Qh08vSYhj3","A1.2R",4,0,2900,17,200,19.229,1.25276296849537,5
"1540","R_WjpG2Qh08vSYhj3","A1.1R",1,0,2700,43,550,4.685,1.25276296849537,5
"1541","R_WjpG2Qh08vSYhj3","A1.1R",3,1,2950,17,350,4.685,1.25276296849537,5
"1542","R_WjpG2Qh08vSYhj3","A1.1R",4,0,2900,17,250,4.685,1.25276296849537,5
"1659","R_3MQnWdMy7XiCsvq","A1.4R",1,1,2700,35,550,11.642,1.25276296849537,6
"1660","R_3MQnWdMy7XiCsvq","A1.4R",3,0,2700,14,350,11.642,1.25276296849537,6
"1661","R_3MQnWdMy7XiCsvq","A1.4R",4,0,2680,14,250,11.642,1.25276296849537,6
"1662","R_3MQnWdMy7XiCsvq","A1.1R",1,0,2700,35,550,7.428,1.25276296849537,6
"1663","R_3MQnWdMy7XiCsvq","A1.1R",3,1,2700,14,350,7.428,1.25276296849537,6
"1664","R_3MQnWdMy7XiCsvq","A1.1R",4,0,2650,14,250,7.428,1.25276296849537,6
"1665","R_3MQnWdMy7XiCsvq","A1.2R",1,0,2700,35,550,6.513,1.25276296849537,6
